secs,km,power,hr,cad,alt
823,0,204,176,92,1.2
824,0,230,176,92,1.2
825,0,219,176,92,1.2
826,0,217,176,92,1.2
827,0,230,176,92,1.2
828,0,240,176,92,1.2
829,0,223,176,92,1.2
830,0,225,175,92,1.2
831,0,251,176,93,1.2
832,0,219,176,93,1.2
833,0,235,176,93,1.2
834,0,239,176,93,1.2
835,0,225,176,87,1.2
836,0,249,176,86,1.2
837,0,230,176,86,1.2
838,0,248,176,87,1.2
839,0,230,175,87,1.2
840,0,241,175,87,1.2
841,0,237,175,88,1.2
842,0,120,175,91,1.2
843,0,181,175,92,1.2
844,0,159,174,93,1.2
845,0,195,174,96,1.2
846,0,209,175,95,1.2
847,0,201,174,95,1.2
848,0,250,174,95,1.2
849,0,218,174,95,1.2
850,0,186,174,95,1.2
851,0,193,174,95,1.2
852,0,197,174,94,1.2
853,0,225,174,94,1.2
854,0,230,174,94,1.2
855,0,243,174,94,1.2
856,0,231,174,96,1.2
857,0,246,174,96,1.2
858,0,224,174,96,1.2
859,0,224,174,97,1.2
860,0,229,175,97,1.2
861,0,241,175,97,1.2
862,0,241,176,97,1.2
863,0,212,177,96,1.2
864,0,215,177,96,1.2
865,0,203,178,96,1.2
866,0,197,179,95,1.2
867,0,197,179,95,1.2
868,0,207,180,95,1.2
869,0,207,180,94,1.2
870,0,203,181,94,1.2
871,0,189,181,94,1.2
872,0,221,182,95,1.2
873,0,214,182,95,1.2
874,0,214,182,95,1.2
875,0,224,183,94,1.2
876,0,187,182,93,1.2
877,0,207,183,93,1.2
878,0,190,182,93,1.2
879,0,216,183,93,1.2
880,0,203,182,92,1.2
881,0,206,182,92,1.2
882,0,204,182,93,1.2
883,0,197,181,92,1.2
884,0,207,181,92,1.2
885,0,218,181,92,1.2
886,0,210,180,92,1.2
887,0,212,180,92,1.2
888,0,213,180,93,1.2
889,0,210,180,93,1.2
890,0,222,180,93,1.2
891,0,216,179,93,1.2
892,0,210,179,93,1.2
893,0,210,179,93,1.2
894,0,207,179,93,1.2
895,0,203,179,92,1.2
896,0,206,179,92,1.2
897,0,205,179,92,1.2
898,0,211,179,92,1.2
899,0,195,179,91,1.2
900,0,207,180,91,1.2
901,0,209,179,92,1.2
902,0,230,179,92,1.2
903,0,210,179,92,1.2
904,0,237,179,93,1.2
905,0,219,179,93,1.2
906,0,214,179,93,1.2
907,0,241,179,93,1.2
908,0,252,179,93,1.2
909,0,252,179,95,1.2
910,0,247,179,96,1.2
911,0,240,179,97,1.2
912,0,235,180,97,1.2
913,0,247,180,98,1.2
914,0,251,180,98,1.2
915,0,251,180,98,1.2
916,0,249,180,99,1.2
917,0,254,180,100,1.2
918,0,294,180,101,1.2
919,0,268,180,102,1.2
920,0,256,180,102,1.2
921,0,253,180,102,1.2
922,0,256,180,102,1.2
923,0,258,181,103,1.2
924,0,273,180,103,1
925,0,293,181,104,1
926,0,271,181,106,1
927,0,288,181,106,1
928,0,296,181,108,1
929,0,308,181,109,1
930,0,355,181,112,1
931,0,377,181,115,1
932,0,379,182,118,1
933,0,410,182,121,1
934,0,420,182,121,1
935,0,420,182,126,1
936,0,220,183,126,1
937,0,155,183,118,1
938,0,29,183,118,1
939,0,29,183,118,1
940,0,29,183,87,1
941,0,161,183,98,1
942,0,194,183,96,1
943,0,193,183,96,1
944,0,193,182,95,1
945,0,203,182,94,1
946,0,202,182,94,1
947,0,196,181,94,1
948,0,225,181,94,1
949,0,207,181,94,1
950,0,207,181,93,1
951,0,218,181,94,1
952,0,189,181,93,1.2
953,0,214,181,93,1.2
954,0,193,181,93,1.2
955,0,201,182,93,1.2
956,0,176,182,92,1.2
957,0,236,182,92,1.2
958,0,57,183,93,1.2
959,0,58,183,40,1.2
960,0,237,184,89,1.2
961,0,187,184,90,1.2
962,0,28,185,93,1.2
963,0,29,184,30,1.2
964,0,300,185,30,1.2
965,0,300,185,83,1.2
966,0,230,186,88,1
967,0,238,185,88,1
968,0,238,185,90,1
969,0,193,185,91,1
970,0,213,185,92,1
971,0,219,185,92,1
972,0,231,184,93,1
973,0,218,184,93,1
974,0,224,183,93,1
975,0,207,183,93,1
976,0,216,183,94,1
977,0,212,183,94,1
978,0,227,183,94,1
979,0,217,183,94,1
980,0,217,182,94,1
981,0,231,183,95,1
982,0,196,182,96,1
983,0,197,182,95,1
984,0,190,182,95,1
985,0,209,181,95,1
986,0,179,181,95,1
987,0,217,181,95,1
988,0,230,180,96,1
989,0,216,180,96,1
990,0,191,180,96,1
991,0,158,179,94,1
992,0,160,179,92,1
993,0,235,179,92,1
994,0,210,179,92,1
995,0,230,178,93,1
996,0,229,178,92,1
997,0,244,179,92,1
998,0,244,179,92,1
999,0,244,179,93,1
1000,0,219,180,93,1
1001,0,237,180,94,1
1002,0,226,181,94,1
1003,0,224,181,94,1
1004,0,222,182,94,1
1005,0,222,182,93,1
1006,0,222,183,93,1
1007,0,220,184,93,1
1008,0,216,184,93,1
1009,0,211,184,93,1
1010,0,229,184,93,1
1011,0,218,184,93,1
1012,0,222,184,93,1
1013,0,215,184,93,1
1014,0,209,185,93,1
1015,0,209,184,93,1
1016,0,214,184,93,1
1017,0,221,184,93,1
1018,0,216,184,92,0.8
1019,0,220,183,92,0.8
1020,0,220,183,93,0.8
1021,0,223,183,93,0.8
1022,0,226,182,93,0.8
1023,0,226,182,93,0.8
1024,0,223,182,93,0.8
1025,0,235,181,94,0.8
1026,0,224,181,94,0.8
1027,0,230,181,94,0.8
1028,0,213,181,94,0.8
1029,0,199,181,94,0.8
1030,0,222,181,93,0.8
1031,0,219,181,93,0.8
1032,0,225,181,93,1
1033,0,227,181,94,1
1034,0,233,181,94,1
1035,0,227,180,94,1
1036,0,221,180,94,1
1037,0,224,180,94,1
1038,0,218,181,94,1
1039,0,226,181,93,1
1040,0,204,181,93,1
1041,0,214,181,93,1
1042,0,218,182,93,1
1043,0,209,182,93,1
1044,0,227,182,93,1
1045,0,227,182,93,1
1046,0,211,182,93,1
1047,0,215,182,93,1
1048,0,215,182,93,1
1049,0,209,182,93,1
1050,0,219,182,93,0.8
1051,0,211,183,92,0.8
1052,0,200,182,92,0.8
1053,0,201,182,92,0.8
1054,0,182,182,92,0.8
1055,0,236,182,93,0.8
1056,0,232,181,93,0.8
1057,0,216,181,94,0.8
1058,0,212,181,94,0.8
1059,0,213,182,93,0.8
1060,0,204,181,93,0.8
1061,0,236,182,93,1
1062,0,225,182,93,1
1063,0,225,182,93,1
1064,0,212,182,93,1
1065,0,212,182,93,1
1066,0,211,182,93,1
1067,0,236,182,93,1
1068,0,243,182,94,1
1069,0,234,182,94,1
1070,0,220,182,95,1
1071,0,209,182,95,1
1072,0,232,182,95,1
1073,0,218,182,95,1
1074,0,201,182,94,1
1075,0,219,182,94,1
1076,0,222,182,94,1
1077,0,226,183,94,1
1078,0,215,183,94,0.8
1079,0,209,182,93,0.8
1080,0,209,182,93,0.8
1081,0,227,183,93,1
1082,0,227,182,93,1
1083,0,228,183,93,1
1084,0,216,182,94,1
1085,0,227,183,94,1
1086,0,227,182,94,1
1087,0,205,183,94,1
1088,0,210,183,94,1
1089,0,218,183,94,1
1090,0,213,183,94,1
1091,0,213,183,93,1
1092,0,229,183,93,1
1093,0,228,183,93,1
1094,0,210,183,93,1
1095,0,224,182,93,1
1096,0,204,182,92,1
1097,0,247,182,92,1
1098,0,237,182,92,1
1099,0,237,182,93,0.8
1100,0,236,182,93,0.8
1101,0,236,182,93,0.8
1102,0,229,181,94,0.8
1103,0,226,181,94,0.8
1104,0,220,182,95,0.8
1105,0,212,181,95,0.8
1106,0,212,181,94,0.8
1107,0,227,181,94,0.8
1108,0,217,181,94,0.8
1109,0,218,181,94,0.8
1110,0,207,180,94,0.8
1111,0,207,180,94,0.8
1112,0,206,180,93,0.8
1113,0,211,179,93,0.8
1114,0,211,179,93,0.8
1115,0,215,179,94,0.8
1116,0,214,178,93,0.8
1117,0,223,178,93,0.8
1118,0,227,178,93,0.8
1119,0,240,178,93,0.8
1120,0,221,178,93,0.8
1121,0,217,178,93,0.8
1122,0,234,178,93,0.8
1123,0,216,178,93,0.8
1124,0,217,178,93,0.8
1125,0,205,178,93,0.8
1126,0,240,178,93,0.8
1127,0,206,178,93,0.8
1128,0,217,178,93,0.8
1129,0,233,178,94,0.8
1130,0,238,178,94,0.8
1131,0,216,178,95,0.8
1132,0,224,179,95,0.8
1133,0,225,178,95,0.8
1134,0,223,179,95,0.8
1135,0,223,178,95,0.8
1136,0,223,178,95,0.8
1137,0,208,179,95,0.8
1138,0,222,179,94,0.8
1139,0,210,179,94,0.8
1140,0,219,180,94,0.8
1141,0,225,179,95,0.8
1142,0,212,179,95,0.8
1143,0,220,179,95,0.8
1144,0,196,179,94,0.8
1145,0,211,179,94,0.8
1146,0,210,180,93,0.8
1147,0,208,180,93,0.8
1148,0,222,180,93,0.8
1149,0,212,180,93,0.8
1150,0,234,180,93,0.8
1151,0,245,180,94,0.8
1152,0,186,181,95,0.8
1153,0,212,180,94,0.8
1154,0,219,180,94,0.8
1155,0,214,180,93,0.8
1156,0,214,180,93,0.8
1157,0,210,180,93,0.8
1158,0,202,181,93,0.8
1159,0,217,181,93,0.8
1160,0,227,181,93,0.8
1161,0,227,182,93,0.8
1162,0,202,182,93,0.8
1163,0,190,182,92,0.8
1164,0,193,183,92,0.8
1165,0,207,183,91,0.8
1166,0,211,183,92,0.8
1167,0,263,184,93,0.8
1168,0,243,184,96,0.8
1169,0,182,184,96,0.8
1170,0,183,184,96,0.8
1171,0,200,184,94,0.8
1172,0,223,184,94,0.8
1173,0,237,183,94,0.8
1174,0,241,183,94,0.8
1175,0,190,183,94,0.8
1176,0,215,183,94,0.8
1177,0,238,183,94,0.8
1178,0,200,182,94,0.8
1179,0,195,182,94,0.8
1180,0,202,183,94,0.8
1181,0,221,183,93,0.8
1182,0,228,183,94,0.8
1183,0,212,183,94,0.8
1184,0,211,183,94,0.8
1185,0,237,184,94,0.8
1186,0,237,184,94,0.8
1187,0,212,185,94,0.8
1188,0,218,185,94,0.8
1189,0,212,185,94,0.8
1190,0,212,185,94,0.8
1191,0,212,185,93,0.8
1192,0,213,185,93,0.8
1193,0,214,185,93,0.8
1194,0,227,185,92,0.8
1195,0,231,185,93,0.8
1196,0,215,185,93,0.8
1197,0,225,185,93,0.8
1198,0,228,185,93,0.8
1199,0,224,185,94,0.8
1200,0,208,185,94,0.8
1201,0,208,185,94,0.8
1202,0,213,185,93,0.8
1203,0,215,184,93,0.8
1204,0,208,184,93,0.6
1205,0,225,184,93,0.6
1206,0,225,183,93,0.6
1207,0,216,183,94,0.6
1208,0,214,183,94,0.6
1209,0,220,183,94,0.6
1210,0,216,183,93,0.6
1211,0,213,183,93,0.6
1212,0,219,183,93,0.6
1213,0,224,183,93,0.6
1214,0,217,183,92,0.8
1215,0,239,183,93,0.8
1216,0,223,183,93,0.8
1217,0,236,183,94,0.8
1218,0,224,184,94,0.8
1219,0,214,184,94,0.8
1220,0,211,183,94,0.8
1221,0,211,183,93,0.8
1222,0,201,183,93,0.8
1223,0,191,183,93,0.8
1224,0,209,182,93,0.8
1225,0,216,181,93,0.6
1226,0,216,180,92,0.6
1227,0,202,180,92,0.6
1228,0,202,180,92,0.6
1229,0,223,179,92,0.6
1230,0,227,179,92,0.6
1231,0,222,178,92,0.6
1232,0,215,178,92,0.6
1233,0,211,178,92,0.6
1234,0,215,178,92,0.6
1235,0,218,178,92,0.6
1236,0,218,178,92,0.6
1237,0,219,179,92,0.6
1238,0,233,179,93,0.8
1239,0,236,179,94,0.8
1240,0,211,178,94,0.8
1241,0,209,179,94,0.8
1242,0,208,179,93,0.8
1243,0,200,179,93,0.8
1244,0,218,180,92,0.8
1245,0,220,180,92,0.8
1246,0,220,180,93,0.8
1247,0,215,180,93,0.8
1248,0,227,181,93,0.8
1249,0,215,181,94,0.8
1250,0,227,181,94,0.8
1251,0,203,181,94,0.8
1252,0,223,181,95,0.8
1253,0,202,181,95,0.8
1254,0,220,181,94,0.8
1255,0,206,181,94,0.8
1256,0,218,181,94,0.8
1257,0,210,181,94,0.8
1258,0,204,181,94,0.8
1259,0,203,181,94,0.8
1260,0,194,180,94,0.8
1261,0,195,180,94,0.8
1262,0,206,180,93,0.8
1263,0,212,180,93,0.8
1264,0,219,180,93,0.8
1265,0,221,180,93,0.8
1266,0,221,181,93,0.8
1267,0,215,181,93,0.8
1268,0,218,181,93,0.8
1269,0,220,181,93,0.8
1270,0,219,182,93,0.8
1271,0,221,182,93,0.8
1272,0,226,182,93,0.8
1273,0,227,182,94,0.8
1274,0,226,183,94,0.8
1275,0,206,183,94,0.8
1276,0,202,183,94,0.8
1277,0,198,184,93,0.8
1278,0,199,184,93,0.8
1279,0,202,184,92,0.8
1280,0,219,183,92,0.8
1281,0,225,183,92,0.8
1282,0,224,183,93,0.8
1283,0,226,183,93,0.8
1284,0,227,183,93,0.8
1285,0,221,183,93,0.8
1286,0,228,183,93,0.8
1287,0,228,182,94,0.8
1288,0,197,182,94,0.8
1289,0,212,183,94,0.8
1290,0,212,183,93,0.8
1291,0,203,183,93,0.8
1292,0,207,183,92,0.8
1293,0,205,183,92,0.8
1294,0,213,183,92,0.8
1295,0,223,183,93,0.8
1296,0,211,183,93,0.8
1297,0,211,184,93,0.8
1298,0,205,183,92,0.8
1299,0,220,183,93,0.8
1300,0,218,183,93,0.8
1301,0,217,183,93,0.8
1302,0,212,183,93,1
1303,0,219,184,94,1
1304,0,218,184,94,1
1305,0,217,184,93,1
1306,0,211,184,93,1
1307,0,211,184,93,1
1308,0,217,183,94,1
1309,0,218,183,94,1
1310,0,225,183,95,1
1311,0,224,183,95,1
1312,0,224,183,95,1
1313,0,218,183,95,1
1314,0,226,182,95,0.8
1315,0,222,182,95,0.8
1316,0,222,183,95,0.8
1317,0,219,183,95,0.8
1318,0,205,182,94,0.8
1319,0,198,183,95,0.8
1320,0,173,183,94,0.8
1321,0,189,183,94,0.8
1322,0,209,182,93,0.8
1323,0,204,182,93,0.8
1324,0,213,182,93,0.8
1325,0,204,182,93,0.8
1326,0,198,181,93,0.8
1327,0,223,182,94,0.8
1328,0,186,182,94,0.8
1329,0,196,182,94,0.8
1330,0,233,182,94,0.8
1331,0,233,182,94,0.8
1332,0,218,182,95,0.8
1333,0,217,182,95,0.8
1334,0,179,182,94,0.8
1335,0,177,182,92,0.8
1336,0,202,182,92,0.8
1337,0,200,182,92,0.8
1338,0,218,181,94,0.8
1339,0,247,182,94,0.8
1340,0,195,182,94,0.8
1341,0,204,182,94,0.8
1342,0,210,183,94,0.8
1343,0,200,183,94,0.8
1344,0,211,183,94,0.8
1345,0,257,183,94,0.8
1346,0,203,184,94,0.8
1347,0,204,184,94,0.8
1348,0,208,184,93,0.8
1349,0,198,184,93,0.8
1350,0,210,184,93,0.8
1351,0,208,184,93,0.8
1352,0,200,185,93,0.8
1353,0,217,185,93,0.8
1354,0,206,185,93,0.8
1355,0,216,184,93,0.8
1356,0,209,184,93,0.8
1357,0,209,184,94,0.8
1358,0,201,184,94,0.8
1359,0,221,184,94,0.8
1360,0,218,184,94,0.8
1361,0,231,184,94,0.8
1362,0,238,183,94,0.8
1363,0,208,183,95,0.8
1364,0,214,183,96,0.8
1365,0,185,183,95,0.8
1366,0,221,183,95,0.8
1367,0,218,183,95,0.8
1368,0,195,184,94,0.8
1369,0,206,183,94,0.8
1370,0,211,183,94,0.8
1371,0,181,183,94,1
1372,0,197,183,94,1
1373,0,198,183,93,1
1374,0,202,183,93,1
1375,0,208,184,93,1
1376,0,231,183,94,1
1377,0,201,184,94,1
1378,0,208,184,94,1
1379,0,218,183,93,1
1380,0,192,183,93,0.8
1381,0,212,183,93,0.8
1382,0,212,183,93,0.8
1383,0,215,183,94,0.8
1384,0,216,183,94,0.8
1385,0,190,182,93,0.8
1386,0,214,182,93,0.8
1387,0,203,182,93,0.8
1388,0,205,182,93,0.8
1389,0,219,182,94,0.8
1390,0,209,182,94,0.8
1391,0,209,181,94,0.8
1392,0,209,182,95,0.8
1393,0,212,181,95,0.8
1394,0,205,181,95,0.8
1395,0,200,181,95,0.8
1396,0,226,181,95,0.8
1397,0,186,181,95,0.8
1398,0,195,181,94,0.8
1399,0,197,181,94,0.8
1400,0,201,181,94,0.8
1401,0,201,182,94,0.8
1402,0,206,182,94,0.8
1403,0,203,182,94,0.8
1404,0,189,182,93,0.8
1405,0,208,182,93,0.8
1406,0,208,182,93,0.8
1407,0,202,182,93,0.8
1408,0,209,182,93,0.8
1409,0,198,182,93,0.8
1410,0,203,183,93,0.8
1411,0,203,182,93,0.8
1412,0,200,182,93,0.8
1413,0,202,182,93,0.8
1414,0,201,182,93,0.8
1415,0,210,182,92,0.8
1416,0,200,182,92,0.8
1417,0,205,181,92,0.8
1418,0,210,181,92,0.8
1419,0,210,181,92,0.8
1420,0,209,181,93,0.8
1421,0,263,181,94,0.8
1422,0,194,180,93,0.8
1423,0,198,180,93,0.8
1424,0,222,180,93,1
1425,0,221,181,93,1
1426,0,216,180,93,1
1427,0,216,181,93,1
1428,0,221,181,93,1
1429,0,211,181,93,1
1430,0,219,181,94,1
1431,0,207,181,93,1
1432,0,198,182,93,1
1433,0,216,181,93,1
1434,0,224,181,92,1
1435,0,227,181,93,1
1436,0,223,181,93,1
1437,0,227,181,93,1
1438,0,219,181,93,1
1439,0,196,180,93,1
1440,0,222,181,93,1
1441,0,209,180,93,1
1442,0,223,180,93,1
1443,0,212,181,93,1
1444,0,218,181,93,1
1445,0,212,181,93,1
1446,0,212,181,93,1
1447,0,212,181,93,1
1448,0,202,180,93,1
1449,0,168,180,93,1
1450,0,215,180,93,1
1451,0,215,181,92,1
1452,0,202,181,92,1
1453,0,207,180,92,1
1454,0,216,181,92,1
1455,0,215,181,92,1
1456,0,198,181,92,1
1457,0,210,182,91,1
1458,0,210,182,91,1
1459,0,210,182,91,1
1460,0,206,182,91,1
1461,0,213,182,91,1
1462,0,213,182,91,1
1463,0,212,182,91,1
1464,0,223,182,92,1
1465,0,202,182,92,1
1466,0,217,182,92,1
1467,0,200,181,91,1
1468,0,215,181,91,1
1469,0,210,181,91,1
1470,0,211,181,91,1
1471,0,204,180,91,1
1472,0,206,180,91,1
1473,0,219,180,92,1
1474,0,232,180,92,1
1475,0,201,180,92,1
1476,0,230,180,93,1
1477,0,205,180,93,1
1478,0,200,180,92,1
1479,0,199,180,92,1
1480,0,228,180,92,1
1481,0,213,180,92,1
1482,0,198,181,92,1
1483,0,210,181,93,1
1484,0,181,181,92,1
1485,0,190,181,91,1
1486,0,196,181,91,1
1487,0,173,181,91,1
1488,0,237,181,91,1
1489,0,177,181,92,1
1490,0,183,181,91,1
1491,0,200,181,91,1
1492,0,207,181,91,0.8
1493,0,206,181,91,0.8
1494,0,211,182,91,0.8
1495,0,220,182,92,0.8
1496,0,214,183,92,0.8
1497,0,183,183,91,0.8
1498,0,225,184,91,0.8
1499,0,178,184,92,0.8
1500,0,167,184,92,0.8
1501,0,232,184,92,0.8
1502,0,196,184,92,0.8
1503,0,196,184,93,0.8
1504,0,203,184,93,0.8
1505,0,250,184,94,0.8
1506,0,191,184,93,0.8
1507,0,209,184,93,0.8
1508,0,219,183,93,0.8
1509,0,211,183,93,0.8
1510,0,207,183,94,0.8
1511,0,230,183,95,0.8
1512,0,216,183,95,0.8
1513,0,202,182,95,0.8
1514,0,213,183,95,0.8
1515,0,175,182,94,0.8
1516,0,183,182,94,0.8
1517,0,222,182,93,0.8
1518,0,210,182,94,0.8
1519,0,189,182,94,0.8
1520,0,196,182,93,0.8
1521,0,204,182,93,0.8
1522,0,191,183,93,0.8
1523,0,191,182,92,0.8
1524,0,207,183,92,0.8
1525,0,205,182,93,0.8
1526,0,180,183,93,0.8
1527,0,192,183,93,0.8
1528,0,204,183,93,0.8
1529,0,222,182,93,0.8
1530,0,219,183,94,0.8
1531,0,211,182,94,0.8
1532,0,221,182,94,0.8
1533,0,226,182,94,0.8
1534,0,204,182,94,0.8
1535,0,203,181,94,0.8
1536,0,208,181,94,0.8
1537,0,230,181,95,0.8
1538,0,182,181,95,0.8
1539,0,209,181,94,0.8
1540,0,201,182,94,0.8
1541,0,217,182,94,0.8
1542,0,217,182,94,0.8
1543,0,192,182,94,0.8
1544,0,190,182,93,0.8
1545,0,199,183,94,0.8
1546,0,198,183,93,0.8
1547,0,195,184,93,0.8
1548,0,195,184,93,0.8
1549,0,212,184,93,0.8
1550,0,186,185,94,0.8
1551,0,188,184,94,0.8
1552,0,192,184,93,0.8
1553,0,199,184,93,0.8
1554,0,192,184,93,0.8
1555,0,191,184,93,0.8
1556,0,183,183,92,0.8
1557,0,188,183,92,0.8
1558,0,193,183,91,0.8
1559,0,194,183,91,0.8
1560,0,207,183,91,0.8
1561,0,204,182,91,0.8
1562,0,204,183,91,0.8
1563,0,204,183,91,0.8
1564,0,194,183,90,0.8
1565,0,198,183,91,0.8
1566,0,212,184,91,0.8
1567,0,201,184,91,0.8
1568,0,227,184,91,0.8
1569,0,214,185,93,0.8
1570,0,188,186,92,0.8
1571,0,218,186,92,0.8
1572,0,192,187,92,0.8
1573,0,213,187,92,0.8
1574,0,236,187,92,0.8
1575,0,206,187,92,0.8
1576,0,199,187,92,0.8
1577,0,221,187,92,0.8
1578,0,221,187,92,0.8
1579,0,204,187,92,0.8
1580,0,212,187,91,0.8
1581,0,205,188,92,0.8
1582,0,206,187,92,0.6
1583,0,214,187,92,0.6
1584,0,190,187,91,0.6
1585,0,207,187,91,0.6
1586,0,207,187,91,0.6
1587,0,215,187,91,0.6
1588,0,198,186,91,0.6
1589,0,214,186,91,0.6
1590,0,223,186,91,0.6
1591,0,188,186,91,0.6
1592,0,207,186,91,0.6
1593,0,210,185,91,0.6
1594,0,204,185,92,0.6
1595,0,183,185,92,0.6
1596,0,206,185,93,0.6
1597,0,229,185,93,0.6
1598,0,225,184,93,0.6
1599,0,212,184,93,0.6
1600,0,214,184,94,0.6
1601,0,205,183,93,0.6
1602,0,208,183,93,0.6
1603,0,214,183,93,0.6
1604,0,203,182,93,0.6
1605,0,199,182,93,0.6
1606,0,190,182,92,0.6
1607,0,204,182,92,0.6
1608,0,219,182,92,0.6
1609,0,211,182,92,0.6
1610,0,198,181,92,0.6
1611,0,220,182,92,0.6
1612,0,215,181,92,0.6
1613,0,196,181,92,0.6
1614,0,214,182,92,0.6
1615,0,214,181,93,0.6
1616,0,217,182,93,0.6
1617,0,212,182,93,0.6
1618,0,212,181,94,0.6
1619,0,210,181,94,0.6
1620,0,192,181,94,0.6
1621,0,207,181,94,0.6
1622,0,202,181,93,0.6
1623,0,208,181,93,0.6
1624,0,205,181,94,0.6
