secs,km,power,hr,cad,alt
3184,0,199,181,92,-1.6
3185,0,207,181,92,-1.6
3186,0,218,181,92,-1.6
3187,0,206,181,92,-1.6
3188,0,208,182,92,-1.6
3189,0,220,182,92,-1.6
3190,0,219,182,93,-1.6
3191,0,209,182,93,-1.6
3192,0,204,182,93,-1.6
3193,0,210,182,93,-1.6
3194,0,213,182,93,-1.6
3195,0,186,182,93,-1.6
3196,0,224,182,93,-1.6
3197,0,191,182,93,-1.6
3198,0,213,182,93,-1.6
3199,0,205,183,92,-1.6
3200,0,197,183,92,-1.6
3201,0,197,183,92,-1.6
3202,0,218,184,92,-1.6
3203,0,215,184,92,-1.6
3204,0,217,184,92,-1.6
3205,0,222,184,92,-1.6
3206,0,227,184,93,-1.6
3207,0,202,184,93,-1.6
3208,0,205,184,92,-1.6
3209,0,201,184,92,-1.6
3210,0,208,183,92,-1.6
3211,0,182,184,92,-1.6
3212,0,191,183,91,-1.6
3213,0,190,183,91,-1.6
3214,0,230,183,92,-1.6
3215,0,188,183,92,-1.6
3216,0,188,182,91,-1.6
3217,0,187,182,90,-1.6
3218,0,212,182,90,-1.6
3219,0,207,182,91,-1.6
3220,0,211,183,90,-1.6
3221,0,214,182,90,-1.6
3222,0,223,183,91,-1.6
3223,0,192,183,91,-1.6
3224,0,210,184,91,-1.6
3225,0,205,184,91,-1.6
3226,0,205,185,91,-1.6
3227,0,189,185,90,-1.6
3228,0,210,185,90,-1.6
3229,0,224,186,90,-1.6
3230,0,200,186,90,-1.6
3231,0,197,186,90,-1.6
3232,0,202,187,89,-1.6
3233,0,206,186,89,-1.6
3234,0,201,187,89,-1.6
3235,0,211,188,89,-1.6
3236,0,211,188,89,-1.6
3237,0,219,188,90,-1.6
3238,0,216,188,91,-1.6
3239,0,212,187,91,-1.6
3240,0,185,188,91,-1.6
3241,0,206,188,91,-1.6
3242,0,204,188,91,-1.6
3243,0,208,188,91,-1.6
3244,0,217,188,92,-1.6
3245,0,202,188,92,-1.6
3246,0,198,188,92,-1.6
3247,0,193,188,92,-1.6
3248,0,228,187,92,-1.6
3249,0,206,187,92,-1.8
3250,0,206,187,92,-1.8
3251,0,216,187,93,-1.8
3252,0,206,187,93,-1.8
3253,0,213,186,92,-1.8
3254,0,214,186,93,-1.8
3255,0,186,186,93,-1.8
3256,0,203,186,92,-1.8
3257,0,215,185,93,-1.8
3258,0,200,185,92,-1.8
3259,0,209,185,92,-1.8
3260,0,203,185,92,-1.8
3261,0,200,186,92,-1.8
3262,0,207,185,92,-1.8
3263,0,217,186,92,-1.8
3264,0,200,186,91,-1.8
3265,0,190,186,91,-1.8
3266,0,222,186,92,-1.8
3267,0,217,186,92,-1.6
3268,0,207,186,91,-1.6
3269,0,220,186,92,-1.6
3270,0,216,186,92,-1.6
3271,0,206,187,92,-1.6
3272,0,201,187,92,-1.6
3273,0,184,187,92,-1.6
3274,0,217,187,92,-1.6
3275,0,219,187,92,-1.6
3276,0,199,187,92,-1.8
3277,0,211,187,92,-1.8
3278,0,216,187,92,-1.8
3279,0,237,188,93,-1.8
3280,0,206,188,93,-1.8
3281,0,206,188,94,-1.8
3282,0,207,188,94,-1.8
3283,0,217,189,94,-1.8
3284,0,192,189,94,-1.8
3285,0,202,189,94,-1.8
3286,0,198,189,93,-1.8
3287,0,200,189,93,-1.8
3288,0,207,189,93,-1.8
3289,0,224,189,93,-1.8
3290,0,215,188,93,-1.8
3291,0,220,189,93,-1.8
3292,0,215,188,94,-1.8
3293,0,226,189,94,-1.8
3294,0,213,189,93,-1.8
3295,0,202,188,93,-1.8
3296,0,205,189,93,-1.8
3297,0,208,188,93,-1.8
3298,0,202,189,93,-1.8
3299,0,213,189,93,-1.8
3300,0,208,189,93,-1.8
3301,0,208,189,93,-1.8
3302,0,203,189,93,-1.8
3303,0,217,189,94,-1.8
3304,0,214,189,94,-1.8
3305,0,188,189,94,-1.8
3306,0,188,190,93,-1.8
3307,0,202,189,93,-1.8
3308,0,206,189,93,-1.8
3309,0,213,189,94,-1.8
3310,0,202,189,94,-1.8
3311,0,217,189,94,-1.8
3312,0,197,189,94,-1.8
3313,0,229,188,95,-1.8
3314,0,185,189,95,-1.8
3315,0,200,188,94,-1.8
3316,0,201,188,94,-1.8
3317,0,199,188,94,-1.8
3318,0,197,188,94,-1.8
3319,0,215,189,94,-1.8
3320,0,213,189,94,-1.8
3321,0,202,189,94,-1.8
3322,0,189,189,93,-1.8
3323,0,196,188,93,-1.8
3324,0,210,189,93,-1.8
3325,0,212,188,93,-1.8
3326,0,203,189,93,-1.8
3327,0,203,188,93,-1.8
3328,0,208,189,93,-1.8
3329,0,223,188,93,-1.8
3330,0,216,189,94,-1.8
3331,0,211,189,94,-1.8
3332,0,217,189,94,-1.8
3333,0,218,189,94,-1.8
3334,0,206,189,94,-1.8
3335,0,197,189,94,-1.8
3336,0,182,189,94,-1.8
3337,0,215,188,95,-1.8
3338,0,202,188,94,-1.8
3339,0,209,188,94,-1.8
3340,0,186,187,93,-1.8
3341,0,204,187,92,-1.8
3342,0,197,187,92,-1.8
3343,0,202,187,92,-1.8
3344,0,201,187,91,-1.8
3345,0,192,187,91,-1.8
3346,0,183,186,91,-1.8
3347,0,183,186,91,-1.8
3348,0,187,186,90,-1.8
3349,0,198,187,90,-1.8
3350,0,205,187,90,-1.8
3351,0,225,187,90,-1.8
3352,0,225,187,91,-1.8
3353,0,198,187,92,-1.8
3354,0,194,187,92,-1.8
3355,0,164,187,92,-1.8
3356,0,212,187,92,-1.8
3357,0,212,188,91,-1.8
3358,0,204,188,92,-1.8
3359,0,208,188,93,-1.8
3360,0,205,188,93,-1.8
3361,0,205,187,92,-1.8
3362,0,198,187,92,-1.8
3363,0,219,187,93,-1.8
3364,0,194,187,93,-1.8
3365,0,200,187,94,-1.8
3366,0,213,187,94,-1.8
3367,0,213,187,93,-1.8
3368,0,221,187,94,-1.8
3369,0,206,187,94,-1.8
3370,0,203,187,94,-1.8
3371,0,234,187,94,-1.8
3372,0,191,187,94,-1.8
3373,0,221,187,94,-1.8
3374,0,186,186,94,-1.8
3375,0,196,186,93,-2
3376,0,204,186,93,-2
3377,0,204,186,93,-2
3378,0,187,186,93,-2
3379,0,201,186,93,-2
3380,0,193,186,93,-2
3381,0,193,186,93,-2
3382,0,196,186,92,-2
3383,0,204,187,92,-2
3384,0,182,186,92,-2
3385,0,197,186,92,-2
3386,0,234,186,92,-2
3387,0,185,186,93,-2
3388,0,204,186,92,-2
3389,0,191,186,92,-2
3390,0,207,186,92,-2
3391,0,199,186,92,-2
3392,0,199,186,92,-2
3393,0,213,186,93,-2
3394,0,198,186,93,-2
3395,0,187,186,92,-2
3396,0,239,185,93,-2
3397,0,185,185,93,-2
3398,0,187,185,92,-2
3399,0,206,185,92,-2
3400,0,222,185,92,-2
3401,0,222,184,92,-2
3402,0,190,185,92,-2
3403,0,205,185,92,-2
3404,0,215,185,92,-2
3405,0,231,185,93,-2
3406,0,214,186,93,-2
3407,0,165,186,93,-2
3408,0,230,187,93,-2
3409,0,172,187,92,-2
3410,0,203,188,92,-2
3411,0,200,188,92,-2
3412,0,199,188,92,-2
3413,0,199,189,92,-2
3414,0,202,189,92,-2
3415,0,181,189,92,-2
3416,0,207,189,92,-2
3417,0,207,189,92,-2
3418,0,196,190,92,-2
3419,0,200,190,92,-2
3420,0,198,189,92,-2
3421,0,201,190,93,-2
3422,0,207,190,93,-2
3423,0,198,190,93,-2
3424,0,190,189,93,-2
3425,0,192,189,92,-2
3426,0,214,190,93,-2
3427,0,198,189,93,-2
3428,0,199,189,93,-2
3429,0,207,189,93,-2
3430,0,170,189,93,-2
3431,0,209,189,93,-2
3432,0,209,189,93,-2
3433,0,213,189,93,-2
3434,0,210,189,93,-2
3435,0,210,189,94,-2
3436,0,203,189,94,-2
3437,0,209,189,94,-2
3438,0,199,189,94,-2
3439,0,179,189,93,-2
3440,0,208,189,93,-2
3441,0,211,189,93,-2
3442,0,219,188,93,-2
3443,0,222,189,94,-2
3444,0,208,189,94,-2
3445,0,201,188,94,-2
3446,0,201,189,94,-2
3447,0,215,188,94,-2
3448,0,203,189,94,-2
3449,0,207,189,94,-2
3450,0,188,189,94,-2
3451,0,188,188,94,-2
3452,0,204,189,95,-2
3453,0,207,189,94,-2
3454,0,187,189,94,-2
3455,0,193,189,94,-2
3456,0,200,189,94,-2
3457,0,192,188,94,-2
3458,0,197,189,94,-2
3459,0,206,188,93,-2
3460,0,198,187,93,-2
3461,0,200,187,93,-2
3462,0,212,187,94,-2.2
3463,0,221,186,94,-2.2
3464,0,217,186,94,-2.2
3465,0,228,186,95,-2.2
3466,0,206,186,95,-2.2
3467,0,212,186,95,-2.2
3468,0,220,186,95,-2.2
3469,0,198,186,95,-2.2
3470,0,195,185,95,-2.2
3471,0,194,186,95,-2.2
3472,0,203,186,95,-2.2
3473,0,203,186,95,-2.2
3474,0,221,185,95,-2.2
3475,0,205,186,95,-2.2
3476,0,200,186,95,-2.2
3477,0,200,186,94,-2.2
3478,0,206,186,94,-2.2
3479,0,209,186,94,-2.2
3480,0,219,185,94,-2.2
3481,0,225,185,94,-2.2
3482,0,227,186,94,-2.2
3483,0,227,185,95,-2.2
3484,0,219,186,94,-2.2
3485,0,208,185,94,-2.2
3486,0,211,185,94,-2.2
3487,0,225,186,94,-2.2
3488,0,222,186,94,-2.2
3489,0,208,186,94,-2.2
3490,0,219,186,95,-2.2
3491,0,230,186,95,-2.2
3492,0,217,186,95,-2.2
3493,0,215,187,95,-2.2
3494,0,210,186,95,-2.2
3495,0,204,186,95,-2.2
3496,0,195,187,94,-2.2
3497,0,210,186,94,-2.2
3498,0,199,186,93,-2.2
3499,0,106,186,69,-2.2
3500,0,228,186,90,-2.2
3501,0,245,186,91,-2.2
3502,0,226,185,92,-2.2
3503,0,247,185,92,-2.2
3504,0,176,186,91,-2.2
3505,0,198,186,92,-2.2
3506,0,210,185,93,-2.2
3507,0,202,185,93,-2.2
3508,0,202,185,93,-2.2
3509,0,178,184,93,-2.2
3510,0,213,184,93,-2.2
3511,0,195,185,93,-2.2
3512,0,212,185,93,-2.2
3513,0,207,185,93,-2.2
3514,0,200,185,93,-2.2
3515,0,233,186,93,-2.2
3516,0,228,186,94,-2.2
3517,0,200,186,94,-2.2
3518,0,223,186,94,-2.2
3519,0,213,186,94,-2.2
3520,0,213,187,94,-2.2
3521,0,211,187,94,-2.2
3522,0,200,187,94,-2.2
3523,0,239,187,94,-2.2
3524,0,226,187,94,-2.2
3525,0,194,187,94,-2.2
3526,0,214,187,94,-2.2
3527,0,211,187,94,-2.2
3528,0,211,188,94,-2.2
3529,0,204,187,94,-2.2
3530,0,208,188,94,-2.2
3531,0,200,188,94,-2.2
3532,0,199,188,94,-2.2
3533,0,199,188,94,-2.2
3534,0,224,188,94,-2.2
3535,0,206,188,93,-2.2
3536,0,230,187,94,-2.2
3537,0,215,188,95,-2.2
3538,0,206,187,95,-2.2
3539,0,204,188,94,-2.2
3540,0,199,188,93,-2.2
3541,0,191,188,93,-2.2
3542,0,212,188,93,-2.2
3543,0,226,188,93,-2.2
3544,0,213,188,94,-2.2
3545,0,195,188,94,-2.2
3546,0,208,188,93,-2.2
3547,0,212,189,94,-2.2
3548,0,215,188,94,-2.2
3549,0,201,188,95,-2.2
3550,0,209,188,95,-2.2
3551,0,199,187,95,-2.2
3552,0,210,187,94,-2.2
3553,0,203,187,94,-2.2
3554,0,199,186,93,-2.2
3555,0,190,186,92,-2.2
3556,0,222,186,93,-2.2
3557,0,205,186,93,-2.2
3558,0,205,186,94,-2.2
3559,0,189,186,93,-2.2
3560,0,202,186,92,-2.2
3561,0,190,186,92,-2.2
3562,0,190,186,92,-2.2
3563,0,201,186,91,-2.2
3564,0,199,186,91,-2.2
3565,0,200,186,92,-2.2
3566,0,187,186,92,-2.2
3567,0,187,186,92,-2.2
3568,0,210,186,92,-2.2
3569,0,196,186,93,-2.2
3570,0,193,186,92,-2.2
3571,0,203,186,92,-2.2
3572,0,195,186,92,-2.2
3573,0,195,186,92,-2.2
3574,0,194,186,92,-2.2
3575,0,186,186,91,-2.2
3576,0,168,186,91,-2.2
3577,0,202,186,90,-2.2
3578,0,204,186,90,-2.2
3579,0,193,186,91,-2.2
3580,0,208,185,91,-2.2
3581,0,212,185,92,-2.2
3582,0,198,186,92,-2.2
3583,0,198,186,92,-2.2
3584,0,193,186,92,-2.2
3585,0,197,186,92,-2.2
3586,0,190,186,92,-2.2
3587,0,191,186,92,-2.2
3588,0,191,186,92,-2.2
3589,0,204,186,93,-2.2
3590,0,201,187,93,-2.2
3591,0,190,187,92,-2.2
3592,0,211,186,92,-2.2
3593,0,196,187,92,-2.2
3594,0,197,187,92,-2.2
3595,0,176,187,91,-2.2
3596,0,175,187,91,-2.2
3597,0,192,187,90,-2.2
3598,0,200,186,90,-2.2
3599,0,206,186,90,-2.2
3600,0,209,186,90,-2.2
3601,0,209,186,91,-2.2
3602,0,218,186,91,-2.2
3603,0,199,186,91,-2.2
3604,0,220,185,92,-2.4
3605,0,199,185,93,-2.4
3606,0,199,186,92,-2.4
3607,0,194,185,92,-2.4
3608,0,207,185,92,-2.4
3609,0,219,186,92,-2.4
3610,0,203,186,92,-2.4
3611,0,189,186,92,-2.4
3612,0,192,186,92,-2.4
3613,0,192,186,92,-2.4
3614,0,201,186,92,-2.4
3615,0,208,187,92,-2.4
3616,0,209,187,92,-2.4
3617,0,207,187,92,-2.4
3618,0,194,187,92,-2.4
3619,0,217,188,92,-2.4
3620,0,188,188,92,-2.4
3621,0,201,188,92,-2.4
3622,0,204,188,92,-2.4
3623,0,210,188,92,-2.4
3624,0,206,188,92,-2.4
3625,0,203,188,92,-2.4
3626,0,206,188,92,-2.4
3627,0,245,188,93,-2.4
3628,0,195,188,93,-2.4
3629,0,194,188,93,-2.4
3630,0,185,188,92,-2.4
3631,0,207,188,92,-2.4
3632,0,202,187,92,-2.4
3633,0,207,187,92,-2.4
3634,0,207,187,92,-2.6
3635,0,190,187,92,-2.6
3636,0,199,186,92,-2.6
3637,0,220,186,93,-2.6
3638,0,201,186,92,-2.6
3639,0,206,185,93,-2.6
3640,0,187,185,93,-2.6
3641,0,211,185,92,-2.6
3642,0,205,185,92,-2.6
3643,0,210,185,92,-2.6
3644,0,212,185,93,-2.6
3645,0,202,185,93,-2.6
3646,0,207,184,93,-2.6
3647,0,207,184,93,-2.6
3648,0,196,184,93,-2.6
3649,0,203,184,93,-2.6
3650,0,191,184,93,-2.6
3651,0,201,184,93,-2.6
3652,0,199,185,93,-2.6
3653,0,192,184,92,-2.6
3654,0,183,184,92,-2.6
3655,0,182,184,91,-2.6
3656,0,99,184,91,-2.6
3657,0,99,184,91,-2.6
3658,0,99,184,59,-2.6
3659,0,202,185,84,-2.6
3660,0,214,184,80,-2.6
3661,0,256,185,82,-2.6
3662,0,230,185,83,-2.6
3663,0,212,184,85,-2.6
3664,0,209,184,87,-2.6
3665,0,193,184,90,-2.6
3666,0,180,185,90,-2.6
3667,0,180,184,93,-2.6
3668,0,205,184,92,-2.6
3669,0,207,185,92,-2.6
3670,0,221,185,92,-2.6
3671,0,183,185,92,-2.6
3672,0,206,185,92,-2.6
3673,0,204,185,92,-2.6
3674,0,198,185,93,-2.6
3675,0,196,185,93,-2.6
3676,0,205,185,92,-2.6
3677,0,205,185,92,-2.6
3678,0,218,185,93,-2.6
3679,0,198,185,93,-2.6
3680,0,213,185,93,-2.6
3681,0,209,185,93,-2.6
3682,0,104,185,93,-2.6
3683,0,104,185,93,-2.6
3684,0,102,185,38,-2.6
3685,0,243,185,96,-2.6
3686,0,183,185,99,-2.6
3687,0,179,185,98,-2.6
3688,0,183,184,98,-2.6
3689,0,188,184,99,-2.6
3690,0,184,184,98,-2.6
3691,0,185,184,98,-2.6
3692,0,185,184,98,-2.6
3693,0,170,184,97,-2.6
3694,0,186,185,96,-2.6
3695,0,193,185,96,-2.8
3696,0,181,185,96,-2.8
3697,0,182,185,96,-2.8
3698,0,188,186,97,-2.8
3699,0,173,186,96,-2.8
3700,0,189,187,96,-2.8
3701,0,185,187,96,-2.8
3702,0,192,187,96,-2.8
3703,0,188,188,96,-2.8
3704,0,171,188,96,-2.8
3705,0,179,188,96,-2.8
3706,0,190,188,95,-2.8
3707,0,200,188,96,-2.8
3708,0,186,188,96,-2.8
3709,0,172,189,95,-2.8
3710,0,177,189,95,-2.8
3711,0,180,189,95,-2.8
3712,0,176,190,95,-2.8
3713,0,173,190,95,-2.8
3714,0,172,190,95,-2.8
3715,0,169,190,95,-2.8
3716,0,171,190,95,-2.8
3717,0,0,190,98,-2.8
3718,0,0,190,98,-2.8
3719,0,0,190,98,-2.8
3720,0,0,190,0,-2.8
3721,0,0,189,0,-2.8
3722,0,0,189,0,-2.8
3723,0,0,190,0,-2.8
3724,0,16,190,10,-2.8
3725,0,123,190,57,-2.8
3726,0,185,190,65,-2.8
3727,0,149,189,70,-2.8
3728,0,156,189,73,-2.8
3729,0,169,189,75,-2.8
3730,0,153,189,77,-2.8
3731,0,174,189,79,-2.8
3732,0,173,189,81,-2.8
3733,0,177,188,82,-2.8
3734,0,170,188,84,-2.8
3735,0,164,188,84,-2.8
3736,0,167,188,86,-2.8
3737,0,158,188,87,-2.8
3738,0,156,188,87,-2.8
3739,0,156,187,87,-2.8
3740,0,162,188,87,-2.8
3741,0,160,187,87,-2.8
3742,0,33,187,89,-2.8
3743,0,33,187,89,-2.8
3744,0,34,187,24,-2.8
3745,0,198,187,74,-2.8
3746,0,191,187,78,-2.8
3747,0,160,186,78,-2.6
3748,0,160,186,82,-2.6
3749,0,188,185,83,-2.6
3750,0,228,185,86,-2.6
3751,0,217,184,90,-2.6
3752,0,166,183,92,-2.8
3753,0,178,183,92,-2.8
3754,0,184,183,92,-2.8
3755,0,184,182,93,-2.8
3756,0,178,182,93,-2.8
3757,0,187,182,94,-2.8
3758,0,193,182,94,-2.8
3759,0,193,181,95,-2.8
3760,0,175,181,96,-2.8
3761,0,170,181,97,-2.8
3762,0,243,181,91,-2.8
3763,0,213,180,86,-2.8
3764,0,209,180,87,-2.8
3765,0,215,180,88,-2.8
3766,0,172,179,89,-2.8
3767,0,198,179,89,-2.8
3768,0,213,179,89,-2.8
3769,0,196,179,90,-2.8
3770,0,203,179,91,-2.8
3771,0,211,179,91,-2.8
3772,0,205,178,91,-2.8
3773,0,206,178,91,-2.8
3774,0,206,178,91,-2.8
3775,0,203,178,92,-2.8
3776,0,189,178,92,-2.8
3777,0,0,178,93,-2.8
3778,0,0,178,93,-2.8
3779,0,0,178,93,-2.8
3780,0,41,177,17,-2.8
3781,0,237,177,72,-2.8
3782,0,243,176,75,-2.8
3783,0,240,176,75,-2.8
3784,0,240,176,79,-2.8
3785,0,230,176,83,-2.8
3786,0,231,175,85,-2.8
3787,0,198,176,87,-2.8
3788,0,183,175,87,-2.8
3789,0,164,175,87,-2.8
3790,0,261,175,88,-2.8
3791,0,197,175,89,-2.8
3792,0,215,175,90,-2.8
3793,0,177,175,83,-2.8
3794,0,17,175,83,-2.8
3795,0,17,175,73,-2.8
3796,0,79,175,81,-2.8
3797,0,133,175,78,-2.8
3798,0,131,175,78,-2.8
3799,0,131,174,68,-2.8
3800,0,92,174,83,-2.8
3801,0,177,173,85,-2.8
3802,0,158,172,87,-2.8
3803,0,141,171,87,-2.8
3804,0,112,170,90,-2.8
3805,0,110,169,98,-2.8
3806,0,13,169,101,-2.8
3807,0,29,168,107,-2.8
3808,0,196,168,107,-2.8
3809,0,196,168,103,-2.8
3810,0,93,168,79,-2.8
3811,0,80,168,105,-2.8
3812,0,65,168,87,-2.8
3813,0,67,167,87,-2.8
3814,0,67,167,91,-2.8
3815,0,15,167,96,-2.8
3816,0,34,167,110,-2.8
3817,0,120,166,117,-2.8
3818,0,72,166,117,-2.8
3819,0,72,165,89,-2.8
3820,0,76,165,77,-2.8
3821,0,46,165,77,-2.8
3822,0,12,164,79,-2.8
3823,0,147,164,79,-2.8
3824,0,147,163,80,-2.8
3825,0,41,163,63,-2.8
3826,0,0,162,62,-2.8
3827,0,0,162,62,-2.8
3828,0,0,161,62,-2.8
3829,0,0,160,0,-2.8
3830,0,24,160,17,-2.8
3831,0,108,158,50,-2.8
3832,0,93,157,62,-2.8
3833,0,117,156,81,-2.8
3834,0,171,156,97,-2.8
3835,0,95,156,97,-2.8
3836,0,0,156,97,-2.8
3837,0,0,156,97,-2.8
3838,0,0,156,0,-2.8
3839,0,0,157,0,-2.8
3840,0,102,157,65,-2.8
3841,0,685,158,91,-2.8
3842,0,697,159,105,-2.8
3843,0,730,160,115,-2.8
3844,0,783,162,124,-2.8
3845,0,360,163,133,-2.8
3846,0,0,165,133,-2.8
3847,0,0,166,133,-2.8
3848,0,0,167,137,-2.8
3849,0,0,169,137,-2.8
3850,0,10,170,24,-2.8
3851,0,43,171,93,-2.8
3852,0,0,172,74,-2.8
3853,0,0,172,74,-2.8
3854,0,0,173,85,-2.8
3855,0,7,173,77,-2.8
3856,0,0,173,82,-2.8
3857,0,0,173,85,-2.8
3858,0,0,172,85,-2.8
3859,0,0,172,85,-2.8
3860,0,0,172,0,-2.8
3861,0,62,172,26,-2.8
3862,0,130,173,84,-2.8
3863,0,125,173,87,-2.8
3864,0,103,173,90,-2.8
3865,0,0,173,90,-2.8
3866,0,0,173,93,-2.8
3867,0,0,173,93,-2.8
3868,0,27,173,16,-2.8
3869,0,107,172,77,-2.8
3870,0,94,172,77,-2.8
3871,0,40,172,69,-2.8
3872,0,99,171,80,-2.8
3873,0,0,171,80,-2.8
3874,0,0,170,85,-2.8
3875,0,0,170,85,-2.8
3876,0,0,169,0,-2.8
3877,0,0,168,0,-2.8
3878,0,0,167,0,-2.8
3879,0,48,166,20,-2.8
3880,0,140,166,82,-2.8
3881,0,104,165,87,-3
3882,0,46,164,89,-3
3883,0,46,163,89,-3
3884,0,48,162,60,-3
3885,0,99,162,84,-3
3886,0,101,161,87,-3
3887,0,89,161,88,-3
3888,0,77,159,89,-3
3889,0,30,159,89,-3
3890,0,31,158,50,-3
3891,0,131,157,83,-3
3892,0,104,157,84,-3
3893,0,105,156,86,-3
3894,0,123,155,88,-3
3895,0,98,155,91,-3
3896,0,0,155,93,-3
3897,0,0,154,93,-3
3898,0,0,153,93,-3
3899,0,29,152,18,-3
3900,0,124,150,71,-3
3901,0,107,150,77,-3
3902,0,101,149,83,-3
3903,0,111,149,83,-3
3904,0,111,149,84,-3
3905,0,93,149,88,-3
3906,0,87,149,87,-3
3907,0,107,148,88,-3
3908,0,99,148,89,-3
3909,0,97,148,90,-3
3910,0,88,148,91,-3
3911,0,95,148,87,-3
3912,0,32,147,85,-3
3913,0,32,147,49,-3
3914,0,30,147,49,-3
3915,0,30,146,59,-3
3916,0,17,146,59,-3
3917,0,17,145,59,-3
3918,0,17,145,60,-3
3919,0,64,145,77,-3
3920,0,22,145,79,-3
3921,0,23,145,30,-3
3922,0,102,145,72,-3
3923,0,0,144,72,-3
3924,0,0,144,72,-3
3925,0,0,145,73,-3
3926,0,0,145,73,-3
3927,0,0,145,73,-3
3928,0,0,145,0,-3
3929,0,0,145,0,-3
3930,0,0,145,73,-3
3931,0,0,146,73,-3
3932,0,0,145,73,-3
3933,0,0,146,0,-3
3934,0,0,146,0,-3
3935,0,0,146,73,-3
3936,0,0,147,73,-3
3937,0,0,147,73,-3
3938,0,0,148,73,-3
3939,0,0,148,73,-3
3940,0,0,148,73,-3
3941,0,0,148,73,-3
3942,0,0,148,73,-3
3943,0,0,149,73,-3
3944,0,0,149,0,-3
3945,0,0,150,0,-3
3946,0,0,150,0,-3
3947,0,0,151,0,-3
